gene_name	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
ZNF469	0	0	0	0	2	0	0	0	0	2	2	2
ZNF471	0	0	0	0	2	0	0	0	0	2	2	2
ZNF521	0	0	0	0	2	0	0	0	0	2	2	2
ZNF536	0	0	0	0	2	0	0	0	0	2	2	2
ZNF585A	0	0	0	0	2	0	0	0	0	2	2	2
ZNF609	0	0	0	0	2	0	0	0	0	2	2	2
ZNF615	0	0	0	0	2	0	0	0	0	2	2	2
ZNF618	0	0	0	0	2	0	0	0	0	2	2	2
ZNF66	0	0	0	0	2	0	0	0	0	2	2	2
ZNF696	0	0	0	0	2	0	0	0	0	2	2	2
ZNF709	0	0	0	0	2	0	0	0	0	2	2	2
ZNF716	0	0	0	0	2	0	0	0	0	2	2	2
ZNF749	0	0	0	0	2	0	0	0	0	2	2	2
ZNF804A	0	0	0	0	2	0	0	0	0	2	2	2
ZSWIM4	0	2	0	0	0	0	0	0	0	2	2	2
ZSWIM6	0	0	0	0	2	0	0	0	0	2	2	2
ZWILCH	0	0	0	0	2	0	0	0	0	2	2	2
ACACA	0	0	0	0	2	0	0	0	0	2	1	1
AMH	0	1	0	0	1	0	0	0	0	2	1	1
AXDND1	0	1	0	1	0	0	0	0	0	2	1	1
BBX	0	0	1	1	0	0	0	0	0	2	1	1
BTNL10	0	0	0	0	1	1	0	0	0	2	1	1
CASS4	1	1	0	0	0	0	0	0	0	2	1	1
CCDC40	1	0	0	0	1	0	0	0	0	2	1	1
CILP	0	0	1	1	0	0	0	0	0	2	1	1
CLDN4	0	1	0	0	1	0	0	0	0	2	1	1
CPLANE1	0	0	0	0	2	0	0	0	0	2	1	1
CRYBG3	0	0	0	0	2	0	0	0	0	2	1	1
DCUN1D1	0	0	0	0	1	1	0	0	0	2	1	1
DUSP27	0	0	0	0	2	0	0	0	0	2	1	1
EPRS	0	0	0	0	2	0	0	0	0	2	1	1
FAM155B	0	0	0	0	2	0	0	0	0	2	1	1
FAM193A	0	0	0	0	2	0	0	0	0	2	1	1
FCAMR	0	0	1	1	0	0	0	0	0	2	1	1
FSIP2	0	0	0	0	1	1	0	0	0	2	1	1
GAP43	0	0	0	0	2	0	0	0	0	2	1	1
GAS2L3	0	0	0	0	2	0	0	0	0	2	1	1
GLYCTK	0	0	0	0	2	0	0	0	0	2	1	1
GOLGA2	0	0	0	0	2	0	0	0	0	2	1	1
HHLA2	0	1	0	0	1	0	0	0	0	2	1	1
HLA-G	1	1	0	0	0	0	0	0	0	2	1	1
HS3ST5	1	1	0	0	0	0	0	0	0	2	1	1
IL16	0	2	0	0	0	0	0	0	0	2	1	1
ITGA6	0	0	0	1	0	1	0	0	0	2	1	1
ITGB6	0	1	0	0	0	1	0	0	0	2	1	1
KANSL1	0	0	0	1	0	1	0	0	0	2	1	1
KCNH6	0	0	0	0	2	0	0	0	0	2	1	1
KIAA1549	0	0	0	0	2	0	0	0	0	2	1	1
KLHL14	0	1	0	1	0	0	0	0	0	2	1	1
MPP4	0	0	0	0	1	1	0	0	0	2	1	1
MTOR	0	1	0	0	1	0	0	0	0	2	1	1
NLRP11	0	0	0	0	1	1	0	0	0	2	1	1
NTHL1	0	0	0	0	1	1	0	0	0	2	1	1
OR2M5	0	0	0	0	2	0	0	0	0	2	1	1
PAIP1	0	0	0	0	2	0	0	0	0	2	1	1
PCDH18	0	0	0	0	2	0	0	0	0	2	1	1
PDZD2	0	0	0	0	2	0	0	0	0	2	1	1
PIK3CA	0	0	0	0	1	0	0	1	0	2	1	1
PLD1	0	0	0	0	2	0	0	0	0	2	1	1
POU4F2	0	0	0	0	2	0	0	0	0	2	1	1
PRDM11	0	0	0	0	1	1	0	0	0	2	1	1
PWWP3A	0	0	0	0	2	0	0	0	0	2	1	1
RAPGEF2	0	0	0	0	1	1	0	0	0	2	1	1
REV3L	0	1	0	0	1	0	0	0	0	2	1	1
RIOK3	0	0	0	0	1	1	0	0	0	2	1	1
RNF213	0	1	0	0	1	0	0	0	0	2	1	1
RPE65	1	0	0	0	1	0	0	0	0	2	1	1
SAXO2	0	1	0	0	1	0	0	0	0	2	1	1
SETD5	0	1	0	0	1	0	0	0	0	2	1	1
STARD9	1	0	1	0	0	0	0	0	0	2	1	1
TASOR	0	0	0	0	1	1	0	0	0	2	1	1
TDRD15	0	0	1	1	0	0	0	0	0	2	1	1
TFEB	0	0	0	0	1	1	0	0	0	2	1	1
THSD4	0	0	0	0	2	0	0	0	0	2	1	1
USP34	0	1	0	0	1	0	0	0	0	2	1	1
ZC3H6	1	1	0	0	0	0	0	0	0	2	1	1
ZFHX3	0	1	0	0	1	0	0	0	0	2	1	1
ZNF721	0	0	0	0	1	1	0	0	0	2	1	1
A1CF	0	0	0	0	1	0	0	0	0	1	1	1
A2M	0	0	0	0	0	1	0	0	0	1	1	1
A4GNT	0	0	0	0	1	0	0	0	0	1	1	1
ABCA12	0	0	0	0	1	0	0	0	0	1	1	1
ABCA13	0	0	0	0	1	0	0	0	0	1	1	1
ABCA2	0	0	0	0	0	1	0	0	0	1	1	1
ABCC10	0	0	0	0	1	0	0	0	0	1	1	1
ABCC4	0	0	0	0	1	0	0	0	0	1	1	1
ABCF3	0	0	0	0	1	0	0	0	0	1	1	1
ABHD16B	0	0	0	0	1	0	0	0	0	1	1	1
ABI3BP	0	0	0	0	0	0	0	1	0	1	1	1
ABRA	0	0	0	0	1	0	0	0	0	1	1	1
ACAD10	0	0	0	0	1	0	0	0	0	1	1	1
ACAD9	0	0	0	0	1	0	0	0	0	1	1	1
ACP3	0	0	0	0	1	0	0	0	0	1	1	1
ACPP	0	0	0	0	1	0	0	0	0	1	1	1
ACTR3B	0	0	0	0	1	0	0	0	0	1	1	1
ACVR1B	0	0	0	0	1	0	0	0	0	1	1	1
ACYP2	0	0	0	0	0	1	0	0	0	1	1	1
ADAM19	0	0	0	0	1	0	0	0	0	1	1	1
ADCY3	0	0	0	0	1	0	0	0	0	1	1	1
ADGRA1	0	0	0	0	1	0	0	0	0	1	1	1
ADGRB2	0	0	0	0	1	0	0	0	0	1	1	1
ADH7	0	0	0	0	1	0	0	0	0	1	1	1
ADIPOR1	0	0	0	0	1	0	0	0	0	1	1	1
ADRA2A	0	0	0	0	1	0	0	0	0	1	1	1
ADRB2	0	0	0	0	0	1	0	0	0	1	1	1
ADRB3	0	0	0	0	1	0	0	0	0	1	1	1
AFF2	0	0	0	0	0	1	0	0	0	1	1	1
AFF3	0	0	0	0	0	1	0	0	0	1	1	1
AFTPH	0	0	0	0	1	0	0	0	0	1	1	1
AGAP6	0	0	0	0	0	1	0	0	0	1	1	1
AGPAT4	0	0	0	0	1	0	0	0	0	1	1	1
AHCY	0	0	0	0	1	0	0	0	0	1	1	1
AHNAK	0	0	0	0	1	0	0	0	0	1	1	1
AKAP8L	0	0	0	0	1	0	0	0	0	1	1	1
AKR1E2	0	0	0	0	1	0	0	0	0	1	1	1
ALG2	0	0	0	0	1	0	0	0	0	1	1	1
ALKAL2	0	0	0	0	1	0	0	0	0	1	1	1
ALS2	0	0	0	0	0	1	0	0	0	1	1	1
ANGPT4	0	0	0	0	1	0	0	0	0	1	1	1
ANK1	0	0	0	0	1	0	0	0	0	1	1	1
ANKAR	0	0	0	0	1	0	0	0	0	1	1	1
ANKHD1-EIF4EBP3	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD28	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD29	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD31	0	0	0	0	1	0	0	0	0	1	1	1
ANKS4B	0	0	0	0	1	0	0	0	0	1	1	1
AOC1	0	0	0	0	1	0	0	0	0	1	1	1
AOC3	0	0	0	0	1	0	0	0	0	1	1	1
AP2B1	0	0	0	0	1	0	0	0	0	1	1	1
APOBR	0	0	0	0	1	0	0	0	0	1	1	1
APRT	0	0	0	0	1	0	0	0	0	1	1	1
AQP12B	0	0	0	0	1	0	0	0	0	1	1	1
AQP7	0	0	0	0	1	0	0	0	0	1	1	1
ARAP1	0	0	0	0	1	0	0	0	0	1	1	1
ARHGAP31	0	0	0	0	1	0	0	0	0	1	1	1
ARHGEF16	0	0	0	0	1	0	0	0	0	1	1	1
ARHGEF17	0	0	0	0	1	0	0	0	0	1	1	1
ARHGEF38	0	0	0	0	1	0	0	0	0	1	1	1
ARID1B	0	0	1	0	0	0	0	0	0	1	1	1
ARID2	0	0	0	0	1	0	0	0	0	1	1	1
ARID4B	1	0	0	0	0	0	0	0	0	1	1	1
ARMC3	0	0	0	0	1	0	0	0	0	1	1	1
ARMC5	0	0	0	0	1	0	0	0	0	1	1	1
ARMH4	0	0	0	0	1	0	0	0	0	1	1	1
ARVCF	0	0	0	0	1	0	0	0	0	1	1	1
ASAP1	0	0	0	0	1	0	0	0	0	1	1	1
ASB15	0	0	0	0	0	0	0	1	0	1	1	1
ASCL1	0	0	1	0	0	0	0	0	0	1	1	1
ASNSD1	0	0	0	0	0	1	0	0	0	1	1	1
ASPSCR1	0	0	0	0	1	0	0	0	0	1	1	1
ASRGL1	0	0	0	0	1	0	0	0	0	1	1	1
ASTN1	0	0	0	0	1	0	0	0	0	1	1	1
ATIC	0	0	0	0	1	0	0	0	0	1	1	1
ATP10A	0	0	0	0	1	0	0	0	0	1	1	1
ATP13A5	0	0	0	0	1	0	0	0	0	1	1	1
ATP5PB	0	0	1	0	0	0	0	0	0	1	1	1
ATP6V0A1	0	0	0	1	0	0	0	0	0	1	1	1
ATP7A	0	0	0	0	0	0	0	1	0	1	1	1
ATP8B3	0	0	0	0	1	0	0	0	0	1	1	1
ATR	0	0	0	0	1	0	0	0	0	1	1	1
ATXN2L	0	0	0	0	1	0	0	0	0	1	1	1
AUP1	0	0	0	0	1	0	0	0	0	1	1	1
AURKC	0	0	0	0	1	0	0	0	0	1	1	1
AVP	0	0	0	0	1	0	0	0	0	1	1	1
AVPR1A	0	0	0	0	1	0	0	0	0	1	1	1
AZIN1	0	0	0	0	1	0	0	0	0	1	1	1
B3GNT3	0	0	0	0	1	0	0	0	0	1	1	1
BAIAP3	0	0	0	0	1	0	0	0	0	1	1	1
BAZ1A	0	0	0	0	1	0	0	0	0	1	1	1
BAZ2A	0	0	0	1	0	0	0	0	0	1	1	1
BBOX1	0	0	0	0	1	0	0	0	0	1	1	1
BCL11A	0	0	0	0	1	0	0	0	0	1	1	1
BCL9L	0	0	0	0	0	1	0	0	0	1	1	1
BCLAF3	0	0	0	0	1	0	0	0	0	1	1	1
BEND3	0	0	0	0	1	0	0	0	0	1	1	1
BFSP2	0	0	0	0	1	0	0	0	0	1	1	1
BHLHA9	0	0	0	0	1	0	0	0	0	1	1	1
BICDL2	0	0	0	0	1	0	0	0	0	1	1	1
BICRAL	0	0	0	0	1	0	0	0	0	1	1	1
BIRC6	0	0	0	0	0	0	0	1	0	1	1	1
BMP2K	0	0	0	0	1	0	0	0	0	1	1	1
BMP5	0	0	0	0	1	0	0	0	0	1	1	1
BMP6	0	0	0	0	1	0	0	0	0	1	1	1
BMS1	0	0	0	0	1	0	0	0	0	1	1	1
BOK	0	0	0	0	1	0	0	0	0	1	1	1
BPTF	0	0	0	0	1	0	0	0	0	1	1	1
BRCA1	0	0	0	0	1	0	0	0	0	1	1	1
BRD2	0	0	0	0	0	1	0	0	0	1	1	1
BRIP1	0	0	0	0	1	0	0	0	0	1	1	1
BRPF1	0	0	0	0	1	0	0	0	0	1	1	1
BSX	0	0	0	0	1	0	0	0	0	1	1	1
BTBD10	0	0	0	0	1	0	0	0	0	1	1	1
BTN2A1	0	0	0	0	1	0	0	0	0	1	1	1
BTN3A2	0	1	0	0	0	0	0	0	0	1	1	1
BTN3A3	0	0	0	0	1	0	0	0	0	1	1	1
C10orf120	0	0	0	0	1	0	0	0	0	1	1	1
C10orf71	0	0	0	0	1	0	0	0	0	1	1	1
C11orf16	0	0	0	0	1	0	0	0	0	1	1	1
C12orf56	0	0	0	0	1	0	0	0	0	1	1	1
C16orf87	0	0	0	0	1	0	0	0	0	1	1	1
C19orf67	0	0	0	0	1	0	0	0	0	1	1	1
C1QL3	0	0	0	0	1	0	0	0	0	1	1	1
C1QTNF3	0	0	0	0	1	0	0	0	0	1	1	1
C1QTNF9B	0	0	0	0	1	0	0	0	0	1	1	1
C1orf174	0	0	0	0	1	0	0	0	0	1	1	1
C1orf94	0	0	0	0	1	0	0	0	0	1	1	1
C3	0	0	0	0	0	1	0	0	0	1	1	1
C3orf80	0	0	0	0	1	0	0	0	0	1	1	1
C3orf85	0	0	0	0	1	0	0	0	0	1	1	1
C4A	0	0	0	0	1	0	0	0	0	1	1	1
C8A	0	0	0	0	1	0	0	0	0	1	1	1
C9orf43	0	0	0	1	0	0	0	0	0	1	1	1
CA4	0	0	0	0	1	0	0	0	0	1	1	1
CABIN1	0	0	0	0	1	0	0	0	0	1	1	1
CABP1	0	0	0	0	1	0	0	0	0	1	1	1
CACNA1F	0	0	0	0	1	0	0	0	0	1	1	1
CACNA1G	0	0	0	1	0	0	0	0	0	1	1	1
CACNA1I	0	0	1	0	0	0	0	0	0	1	1	1
CALM2	0	0	0	0	0	1	0	0	0	1	1	1
CAMK2G	0	0	0	0	1	0	0	0	0	1	1	1
CAPN1	0	0	0	0	1	0	0	0	0	1	1	1
CARD11	0	0	0	0	1	0	0	0	0	1	1	1
CARM1	0	0	0	0	1	0	0	0	0	1	1	1
CARNMT1	0	0	0	0	1	0	0	0	0	1	1	1
CASC3	0	0	0	0	1	0	0	0	0	1	1	1
CASKIN1	0	0	0	0	1	0	0	0	0	1	1	1
CASZ1	0	0	0	0	1	0	0	0	0	1	1	1
CAVIN4	0	0	0	0	1	0	0	0	0	1	1	1
CCDC138	0	0	0	0	0	1	0	0	0	1	1	1
CCDC142	1	0	0	0	0	0	0	0	0	1	1	1
CCDC146	0	0	0	0	1	0	0	0	0	1	1	1
CCDC15	0	0	0	0	1	0	0	0	0	1	1	1
CCDC36	0	0	0	0	1	0	0	0	0	1	1	1
CCDC39	0	0	0	0	0	1	0	0	0	1	1	1
CCDC42	0	0	0	0	1	0	0	0	0	1	1	1
CCDC54	0	0	0	0	0	1	0	0	0	1	1	1
CCDC66	0	0	0	1	0	0	0	0	0	1	1	1
CCDC7	0	0	0	0	1	0	0	0	0	1	1	1
CCDC74B	0	0	0	0	1	0	0	0	0	1	1	1
CCDC86	0	0	0	0	1	0	0	0	0	1	1	1
CCDC88B	0	0	0	0	1	0	0	0	0	1	1	1
CCL8	0	0	0	0	1	0	0	0	0	1	1	1
CCNA2	0	0	0	0	0	1	0	0	0	1	1	1
CCNY	0	0	0	0	1	0	0	0	0	1	1	1
CD59	0	0	0	0	1	0	0	0	0	1	1	1
CD6	0	0	0	0	1	0	0	0	0	1	1	1
CD84	0	0	0	0	1	0	0	0	0	1	1	1
CD8B	0	0	0	0	1	0	0	0	0	1	1	1
CDC73	0	0	0	0	1	0	0	0	0	1	1	1
CDH12	0	0	0	0	1	0	0	0	0	1	1	1
CDH18	1	0	0	0	0	0	0	0	0	1	1	1
CDH2	0	0	0	0	1	0	0	0	0	1	1	1
CDH7	0	0	0	0	1	0	0	0	0	1	1	1
CDK17	0	0	0	0	1	0	0	0	0	1	1	1
CDK9	0	0	0	0	1	0	0	0	0	1	1	1
CDX4	0	0	0	0	1	0	0	0	0	1	1	1
CEACAM3	0	0	0	0	1	0	0	0	0	1	1	1
CEACAM4	0	0	0	0	1	0	0	0	0	1	1	1
CELSR2	0	0	0	0	1	0	0	0	0	1	1	1
CENPF	0	0	0	0	1	0	0	0	0	1	1	1
CENPW	0	0	0	0	1	0	0	0	0	1	1	1
CEP120	0	0	0	0	1	0	0	0	0	1	1	1
CEP162	1	0	0	0	0	0	0	0	0	1	1	1
CEP170B	0	0	0	0	1	0	0	0	0	1	1	1
CFAP299	0	0	0	0	1	0	0	0	0	1	1	1
CFAP43	0	0	0	0	1	0	0	0	0	1	1	1
CFAP44	0	0	0	0	1	0	0	0	0	1	1	1
CFAP46	0	0	0	0	1	0	0	0	0	1	1	1
CFAP47	0	0	0	0	1	0	0	0	0	1	1	1
CFAP54	0	0	0	0	0	0	0	0	1	1	1	1
CFAP74	0	0	0	0	1	0	0	0	0	1	1	1
CFH	0	0	0	0	0	1	0	0	0	1	1	1
CFHR4	0	0	0	0	1	0	0	0	0	1	1	1
CGNL1	0	0	0	0	1	0	0	0	0	1	1	1
CGRRF1	0	0	0	0	1	0	0	0	0	1	1	1
CHMP1B	0	0	0	0	1	0	0	0	0	1	1	1
CHRNA4	0	0	0	0	1	0	0	0	0	1	1	1
CHRNG	0	0	0	0	1	0	0	0	0	1	1	1
CLCC1	0	0	0	0	1	0	0	0	0	1	1	1
CLCN5	0	0	0	0	1	0	0	0	0	1	1	1
CLEC11A	0	0	0	0	1	0	0	0	0	1	1	1
CLIP2	0	0	0	0	0	1	0	0	0	1	1	1
CLPSL1	0	0	0	0	0	1	0	0	0	1	1	1
CLSPN	0	0	0	0	1	0	0	0	0	1	1	1
CLTCL1	0	0	1	0	0	0	0	0	0	1	1	1
CNDP1	0	0	0	0	1	0	0	0	0	1	1	1
CNGA1	0	0	0	0	1	0	0	0	0	1	1	1
CNRIP1	0	0	0	0	1	0	0	0	0	1	1	1
CNTN4	0	0	0	0	1	0	0	0	0	1	1	1
CNTN6	0	0	0	0	1	0	0	0	0	1	1	1
CNTNAP5	0	0	0	0	1	0	0	0	0	1	1	1
CNTROB	0	0	0	0	1	0	0	0	0	1	1	1
COASY	0	0	0	0	1	0	0	0	0	1	1	1
COBL	0	0	0	0	1	0	0	0	0	1	1	1
COL10A1	0	0	0	0	1	0	0	0	0	1	1	1
COL12A1	0	0	0	0	0	1	0	0	0	1	1	1
COL3A1	0	0	0	0	1	0	0	0	0	1	1	1
COL4A1	0	0	0	1	0	0	0	0	0	1	1	1
COL4A4	1	0	0	0	0	0	0	0	0	1	1	1
COL4A5	0	0	0	0	1	0	0	0	0	1	1	1
COL6A1	0	0	0	0	1	0	0	0	0	1	1	1
COLEC12	0	0	0	0	1	0	0	0	0	1	1	1
COMP	0	0	0	0	1	0	0	0	0	1	1	1
COQ7	0	0	0	0	0	1	0	0	0	1	1	1
CP	0	0	1	0	0	0	0	0	0	1	1	1
CPAMD8	0	0	0	0	1	0	0	0	0	1	1	1
CPSF1	0	0	1	0	0	0	0	0	0	1	1	1
CPXCR1	0	0	0	0	1	0	0	0	0	1	1	1
CR1	0	0	0	0	1	0	0	0	0	1	1	1
CR2	0	0	0	0	1	0	0	0	0	1	1	1
CRBN	0	0	0	0	1	0	0	0	0	1	1	1
CREBBP	0	0	0	0	1	0	0	0	0	1	1	1
CRISP3	0	0	0	0	1	0	0	0	0	1	1	1
CRYGD	0	0	0	0	1	0	0	0	0	1	1	1
CSK	0	0	0	0	1	0	0	0	0	1	1	1
CSMD2	0	0	0	0	1	0	0	0	0	1	1	1
CT45A7	0	0	0	0	0	1	0	0	0	1	1	1
CT47B1	0	0	0	0	1	0	0	0	0	1	1	1
CTNNA2	0	0	0	0	1	0	0	0	0	1	1	1
CTSA	1	0	0	0	0	0	0	0	0	1	1	1
CUL4B	0	0	0	0	1	0	0	0	0	1	1	1
CWC22	0	0	0	0	1	0	0	0	0	1	1	1
CWF19L1	0	0	0	0	1	0	0	0	0	1	1	1
CYP27C1	0	0	0	0	1	0	0	0	0	1	1	1
CYP2A13	0	0	0	0	0	1	0	0	0	1	1	1
CYP46A1	0	0	0	0	1	0	0	0	0	1	1	1
CYP51A1	0	0	0	0	1	0	0	0	0	1	1	1
D2HGDH	0	0	0	0	0	1	0	0	0	1	1	1
DAND5	0	0	0	0	1	0	0	0	0	1	1	1
DAPK1	0	0	0	0	1	0	0	0	0	1	1	1
DAZ2	0	0	0	0	1	0	0	0	0	1	1	1
DCBLD1	0	0	0	0	0	0	0	1	0	1	1	1
DCDC1	0	0	0	0	1	0	0	0	0	1	1	1
DDX20	0	0	0	0	0	1	0	0	0	1	1	1
DDX39A	0	0	0	0	0	1	0	0	0	1	1	1
DDX50	0	0	0	0	1	0	0	0	0	1	1	1
DEAF1	0	0	1	0	0	0	0	0	0	1	1	1
DECR1	0	0	0	0	1	0	0	0	0	1	1	1
DEFB112	0	0	0	0	1	0	0	0	0	1	1	1
DEFB129	0	0	0	0	1	0	0	0	0	1	1	1
DENND1A	0	0	0	0	1	0	0	0	0	1	1	1
DENND2C	0	0	0	0	1	0	0	0	0	1	1	1
DENND3	0	0	0	0	1	0	0	0	0	1	1	1
DEPDC4	1	0	0	0	0	0	0	0	0	1	1	1
DEPDC7	0	0	0	0	1	0	0	0	0	1	1	1
DERA	0	0	0	0	1	0	0	0	0	1	1	1
DHPS	0	0	0	0	1	0	0	0	0	1	1	1
DHX34	0	0	0	0	1	0	0	0	0	1	1	1
DIP2A	0	0	0	0	1	0	0	0	0	1	1	1
DISC1	0	0	0	0	1	0	0	0	0	1	1	1
DLG5	0	0	0	0	1	0	0	0	0	1	1	1
DLGAP4	0	0	0	0	1	0	0	0	0	1	1	1
DMRT1	0	0	0	0	1	0	0	0	0	1	1	1
DMXL2	0	0	0	0	1	0	0	0	0	1	1	1
DNAAF3	0	0	0	0	1	0	0	0	0	1	1	1
DNAH10	0	0	0	0	1	0	0	0	0	1	1	1
DNAH11	0	0	0	0	1	0	0	0	0	1	1	1
DNAH17	0	0	0	0	1	0	0	0	0	1	1	1
DNAH7	0	0	0	0	1	0	0	0	0	1	1	1
DNAH8	0	0	0	0	1	0	0	0	0	1	1	1
DNAJB11	0	0	0	0	1	0	0	0	0	1	1	1
DNAJC30	0	0	0	0	1	0	0	0	0	1	1	1
DND1	0	0	0	0	1	0	0	0	0	1	1	1
DNHD1	0	0	0	0	1	0	0	0	0	1	1	1
DNM2	0	0	0	0	1	0	0	0	0	1	1	1
DNM3	0	0	0	0	1	0	0	0	0	1	1	1
DOCK10	0	0	0	0	1	0	0	0	0	1	1	1
DOK7	0	0	0	0	1	0	0	0	0	1	1	1
DONSON	0	0	0	0	1	0	0	0	0	1	1	1
DOP1B	0	0	0	0	0	1	0	0	0	1	1	1
DPF2	0	0	0	0	1	0	0	0	0	1	1	1
DPP10	0	0	0	0	1	0	0	0	0	1	1	1
DPPA4	0	0	0	0	1	0	0	0	0	1	1	1
DRC1	0	0	0	0	1	0	0	0	0	1	1	1
DSCAML1	0	0	0	0	1	0	0	0	0	1	1	1
DSEL	0	0	0	0	1	0	0	0	0	1	1	1
DSTN	0	1	0	0	0	0	0	0	0	1	1	1
DTL	0	1	0	0	0	0	0	0	0	1	1	1
DTNB	0	0	0	0	1	0	0	0	0	1	1	1
DTX4	0	0	0	0	1	0	0	0	0	1	1	1
DYNC2H1	0	0	0	0	1	0	0	0	0	1	1	1
ECEL1	0	0	0	0	1	0	0	0	0	1	1	1
ECHDC2	0	0	0	0	1	0	0	0	0	1	1	1
EDIL3	0	0	0	0	1	0	0	0	0	1	1	1
EFCAB7	0	0	0	0	1	0	0	0	0	1	1	1
EFHC1	0	0	0	0	1	0	0	0	0	1	1	1
EGF	0	0	0	0	1	0	0	0	0	1	1	1
EIF4G1	0	0	0	0	1	0	0	0	0	1	1	1
EIF5	0	0	0	0	1	0	0	0	0	1	1	1
ELF1	0	0	0	0	1	0	0	0	0	1	1	1
ENDOG	0	0	0	0	1	0	0	0	0	1	1	1
EPG5	0	0	0	0	1	0	0	0	0	1	1	1
EPHB1	0	0	0	0	1	0	0	0	0	1	1	1
EPPK1	0	0	0	0	0	1	0	0	0	1	1	1
ERCC3	0	0	0	0	1	0	0	0	0	1	1	1
ERCC6	0	0	0	0	1	0	0	0	0	1	1	1
ERICH2	0	0	0	0	1	0	0	0	0	1	1	1
ERICH3	0	0	0	0	1	0	0	0	0	1	1	1
ERMP1	0	0	0	0	1	0	0	0	0	1	1	1
ERN2	0	0	0	0	1	0	0	0	0	1	1	1
ERP27	0	0	0	0	1	0	0	0	0	1	1	1
ESPNL	0	0	0	0	1	0	0	0	0	1	1	1
ESRRG	0	0	0	0	1	0	0	0	0	1	1	1
ESYT3	0	0	0	0	1	0	0	0	0	1	1	1
EVC	0	0	0	0	1	0	0	0	0	1	1	1
EXPH5	0	0	0	0	1	0	0	0	0	1	1	1
EXT1	0	0	0	0	1	0	0	0	0	1	1	1
FAM114A1	0	0	0	0	1	0	0	0	0	1	1	1
FAM120B	0	0	0	1	0	0	0	0	0	1	1	1
FAM204A	0	0	0	0	1	0	0	0	0	1	1	1
FAM43B	0	0	0	0	1	0	0	0	0	1	1	1
FAM47B	0	0	0	0	1	0	0	0	0	1	1	1
FAM71A	0	0	0	0	1	0	0	0	0	1	1	1
FAM78B	0	0	0	0	1	0	0	0	0	1	1	1
FAM83B	0	0	0	0	1	0	0	0	0	1	1	1
FAM83H	0	0	1	0	0	0	0	0	0	1	1	1
FAM98A	0	1	0	0	0	0	0	0	0	1	1	1
FAM98C	0	0	0	0	1	0	0	0	0	1	1	1
FAP	0	0	0	0	1	0	0	0	0	1	1	1
FASN	1	0	0	0	0	0	0	0	0	1	1	1
FAT1	1	0	0	0	0	0	0	0	0	1	1	1
FAT4	0	0	0	0	1	0	0	0	0	1	1	1
FBF1	0	0	0	0	1	0	0	0	0	1	1	1
FBN2	0	0	0	0	1	0	0	0	0	1	1	1
FBXO30	0	0	0	0	0	1	0	0	0	1	1	1
FBXO39	0	0	0	0	1	0	0	0	0	1	1	1
FBXO40	0	0	0	0	1	0	0	0	0	1	1	1
FCAR	0	0	0	0	1	0	0	0	0	1	1	1
FCF1	0	0	0	0	1	0	0	0	0	1	1	1
FCGBP	0	0	0	0	1	0	0	0	0	1	1	1
FEZ2	0	0	0	0	1	0	0	0	0	1	1	1
FGD4	0	0	0	0	1	0	0	0	0	1	1	1
FGF18	0	0	0	0	1	0	0	0	0	1	1	1
FGF3	0	0	0	0	1	0	0	0	0	1	1	1
FIS1	0	0	0	0	1	0	0	0	0	1	1	1
FLAD1	0	0	0	0	1	0	0	0	0	1	1	1
FLCN	0	0	0	0	1	0	0	0	0	1	1	1
FLI1	0	0	0	0	1	0	0	0	0	1	1	1
FLOT1	0	0	0	0	1	0	0	0	0	1	1	1
FLVCR2	0	0	0	0	0	1	0	0	0	1	1	1
FMO5	0	0	0	0	1	0	0	0	0	1	1	1
FN3K	0	0	0	0	1	0	0	0	0	1	1	1
FOLH1	0	0	0	0	1	0	0	0	0	1	1	1
FOS	0	1	0	0	0	0	0	0	0	1	1	1
FOXD4L5	0	0	0	0	1	0	0	0	0	1	1	1
FOXL2	1	0	0	0	0	0	0	0	0	1	1	1
FOXO6	0	0	0	0	1	0	0	0	0	1	1	1
FOXP4	0	1	0	0	0	0	0	0	0	1	1	1
FOXQ1	1	0	0	0	0	0	0	0	0	1	1	1
FRG1	0	1	0	0	0	0	0	0	0	1	1	1
FRMPD3	0	0	0	0	1	0	0	0	0	1	1	1
FRMPD4	0	0	0	0	1	0	0	0	0	1	1	1
FRRS1L	0	0	0	0	1	0	0	0	0	1	1	1
FRYL	0	0	0	0	1	0	0	0	0	1	1	1
FTMT	0	0	0	0	0	1	0	0	0	1	1	1
FTSJ3	0	0	0	0	1	0	0	0	0	1	1	1
FUBP1	0	0	0	0	1	0	0	0	0	1	1	1
FUT10	0	0	0	0	1	0	0	0	0	1	1	1
G2E3	0	0	0	0	1	0	0	0	0	1	1	1
GABRA3	0	0	0	0	1	0	0	0	0	1	1	1
GALK2	0	0	0	0	1	0	0	0	0	1	1	1
GALR2	0	0	0	0	1	0	0	0	0	1	1	1
GAS2L2	0	0	0	0	1	0	0	0	0	1	1	1
GASK1B	0	0	0	0	1	0	0	0	0	1	1	1
