Reference	Disease	Cluster	Gene
Plasschaert et al	Epithelial	PNEC	Crmp1
Plasschaert et al	Epithelial	PNEC	Cacna2d1
Plasschaert et al	Epithelial	PNEC	Sox1
Plasschaert et al	Epithelial	PNEC	Pnmal2
Plasschaert et al	Epithelial	PNEC	Cnpy1
Plasschaert et al	Epithelial	PNEC	Syp
Plasschaert et al	Epithelial	PNEC	Dusp26
Plasschaert et al	Epithelial	PNEC	Cdc14b
Plasschaert et al	Epithelial	PNEC	Ret
Plasschaert et al	Epithelial	PNEC	Dnajc12
Plasschaert et al	Epithelial	PNEC	Scg3
Plasschaert et al	Epithelial	PNEC	Sfrp5
Plasschaert et al	Epithelial	PNEC	Ptprn
Plasschaert et al	Epithelial	PNEC	Vwf
Plasschaert et al	Epithelial	PNEC	Resp18
Plasschaert et al	Epithelial	PNEC	Mapk8ip2
Plasschaert et al	Epithelial	PNEC	Neto1
Plasschaert et al	Epithelial	PNEC	Celf3
Plasschaert et al	Epithelial	PNEC	Olfm1
Plasschaert et al	Epithelial	PNEC	Celf4
Plasschaert et al	Epithelial	PNEC	Smpd3
Plasschaert et al	Epithelial	PNEC	Ntn4
Plasschaert et al	Epithelial	PNEC	Clstn3
Plasschaert et al	Epithelial	PNEC	Kcnc1
Plasschaert et al	Epithelial	PNEC	Tmod2
Plasschaert et al	Epithelial	PNEC	Enho
Plasschaert et al	Epithelial	PNEC	Pcsk2
Plasschaert et al	Epithelial	PNEC	Dnajc6
Plasschaert et al	Epithelial	PNEC	Rims3
Plasschaert et al	Epithelial	PNEC	B630019K06Rik
Plasschaert et al	Epithelial	PNEC	Actr3b
Plasschaert et al	Epithelial	PNEC	Lrp11
Plasschaert et al	Epithelial	PNEC	Pgf
Plasschaert et al	Epithelial	PNEC	Vil1
Plasschaert et al	Epithelial	PNEC	Palmd
Plasschaert et al	Epithelial	PNEC	Ptp4a3
Plasschaert et al	Epithelial	PNEC	Vstm2a
Plasschaert et al	Epithelial	PNEC	Ncam1
Plasschaert et al	Epithelial	PNEC	Kcnip2
Plasschaert et al	Epithelial	PNEC	Pde8b
Plasschaert et al	Epithelial	PNEC	Snhg11
Plasschaert et al	Epithelial	PNEC	Syt2
Plasschaert et al	Epithelial	PNEC	Gfi1
Plasschaert et al	Epithelial	PNEC	Fgf14
Plasschaert et al	Epithelial	PNEC	Scn3a
Plasschaert et al	Epithelial	PNEC	Kcnb2
Plasschaert et al	Epithelial	PNEC	Mthfd2
Plasschaert et al	Epithelial	PNEC	Kcnip3
Plasschaert et al	Epithelial	PNEC	Guk1
Plasschaert et al	Epithelial	PNEC	Prune2
Plasschaert et al	Epithelial	PNEC	Magee1
Plasschaert et al	Epithelial	PNEC	Rapgef4
Plasschaert et al	Epithelial	PNEC	Prom2
Plasschaert et al	Epithelial	PNEC	Cd200
Plasschaert et al	Epithelial	PNEC	Klc1
Plasschaert et al	Epithelial	PNEC	Slc36a1
Plasschaert et al	Epithelial	PNEC	Dll3
Plasschaert et al	Epithelial	PNEC	Rasgef1a
Plasschaert et al	Epithelial	PNEC	Rab3c
Plasschaert et al	Epithelial	PNEC	Rimbp2
Plasschaert et al	Epithelial	PNEC	Abcg1
Plasschaert et al	Epithelial	PNEC	Pgbd5
Plasschaert et al	Epithelial	PNEC	Pex5l
Plasschaert et al	Epithelial	PNEC	Bhlhe41
Plasschaert et al	Epithelial	PNEC	Gzma
Plasschaert et al	Epithelial	PNEC	Homer2
Plasschaert et al	Epithelial	PNEC	Gnao1
Plasschaert et al	Epithelial	PNEC	Skap1
Plasschaert et al	Epithelial	PNEC	Slc18a1
Plasschaert et al	Epithelial	PNEC	Sv2a
Plasschaert et al	Epithelial	PNEC	Nrp1
Plasschaert et al	Epithelial	PNEC	Vamp2
Plasschaert et al	Epithelial	PNEC	Dpp6
Plasschaert et al	Epithelial	PNEC	Hist3h2ba
Plasschaert et al	Epithelial	PNEC	Tmem171
Plasschaert et al	Epithelial	PNEC	Golga7b
Plasschaert et al	Epithelial	PNEC	Amph
Plasschaert et al	Epithelial	PNEC	Soga3
Plasschaert et al	Epithelial	PNEC	Tmem158
Plasschaert et al	Epithelial	PNEC	Cbfa2t3
Plasschaert et al	Epithelial	PNEC	Zdhhc14
Plasschaert et al	Epithelial	PNEC	Cdk5r1
Plasschaert et al	Epithelial	PNEC	Camk2n2
Plasschaert et al	Epithelial	PNEC	Utp20
Plasschaert et al	Epithelial	PNEC	Ndn
Plasschaert et al	Epithelial	PNEC	Stxbp1
Plasschaert et al	Epithelial	PNEC	Trim67
Plasschaert et al	Epithelial	PNEC	Npy1r
Plasschaert et al	Epithelial	PNEC	B4galt2
Plasschaert et al	Epithelial	PNEC	Spock2
Plasschaert et al	Epithelial	PNEC	Tmtc4
Plasschaert et al	Epithelial	PNEC	Unc13a
Plasschaert et al	Epithelial	PNEC	Slc7a14
Plasschaert et al	Epithelial	PNEC	Nefh
Plasschaert et al	Epithelial	PNEC	Rbp4
Plasschaert et al	Epithelial	PNEC	Kcnk3
Plasschaert et al	Epithelial	PNEC	Nrxn1
Plasschaert et al	Epithelial	PNEC	Fgf13
Plasschaert et al	Epithelial	PNEC	Foxa2
Plasschaert et al	Epithelial	PNEC	Fbxl16
Plasschaert et al	Epithelial	PNEC	Otud6b
Plasschaert et al	Epithelial	PNEC	Cacna1a
Plasschaert et al	Epithelial	PNEC	Ptchd4
Plasschaert et al	Epithelial	PNEC	Car8
Plasschaert et al	Epithelial	PNEC	Lrp3
Plasschaert et al	Epithelial	PNEC	Eif4e3
Plasschaert et al	Epithelial	PNEC	Gmds
Plasschaert et al	Epithelial	PNEC	Gabrq
Plasschaert et al	Epithelial	PNEC	Bex1
Plasschaert et al	Epithelial	PNEC	Igfbp5
Plasschaert et al	Epithelial	PNEC	Serpinb12
Plasschaert et al	Epithelial	PNEC	Rufy3
Plasschaert et al	Epithelial	PNEC	Sult2b1
Plasschaert et al	Epithelial	PNEC	Tubb3
Plasschaert et al	Epithelial	PNEC	Grik5
Plasschaert et al	Epithelial	PNEC	Phyhipl
Plasschaert et al	Epithelial	PNEC	Unc80
Plasschaert et al	Epithelial	PNEC	Clstn2
Plasschaert et al	Epithelial	PNEC	Chl1
Plasschaert et al	Epithelial	PNEC	Hoxb2
Plasschaert et al	Epithelial	PNEC	Dennd2a
Plasschaert et al	Epithelial	PNEC	Ccdc136
Plasschaert et al	Epithelial	PNEC	Trim62
Plasschaert et al	Epithelial	PNEC	Ksr2
Plasschaert et al	Epithelial	PNEC	Atp8a1
Plasschaert et al	Epithelial	PNEC	Hist2h3c2
Plasschaert et al	Epithelial	PNEC	Khdrbs3
Plasschaert et al	Epithelial	PNEC	Prkacb
Plasschaert et al	Epithelial	PNEC	Mcf2l
Plasschaert et al	Epithelial	PNEC	Kif5c
Plasschaert et al	Epithelial	PNEC	Rab39b
Plasschaert et al	Epithelial	PNEC	Kcnh3
Plasschaert et al	Epithelial	PNEC	Kif1a
Plasschaert et al	Epithelial	PNEC	Gprasp2
Plasschaert et al	Epithelial	PNEC	A130010J15Rik
Plasschaert et al	Epithelial	PNEC	Pirt
Plasschaert et al	Epithelial	PNEC	Tmem164
Plasschaert et al	Epithelial	PNEC	Habp4
Plasschaert et al	Epithelial	PNEC	Dach1
Plasschaert et al	Epithelial	PNEC	Slc5a6
Plasschaert et al	Epithelial	PNEC	Igfals
Plasschaert et al	Epithelial	PNEC	Nyap1
Plasschaert et al	Epithelial	PNEC	Snrpn
Plasschaert et al	Epithelial	PNEC	Bex4
Plasschaert et al	Epithelial	PNEC	Gyg
Plasschaert et al	Epithelial	PNEC	Actl6b
Plasschaert et al	Epithelial	PNEC	Scml4
Plasschaert et al	Epithelial	PNEC	Msrb1
Plasschaert et al	Epithelial	PNEC	Plekho2
Plasschaert et al	Epithelial	PNEC	Fam102b
Plasschaert et al	Epithelial	PNEC	Tnpo1
Plasschaert et al	Epithelial	PNEC	Cpe
Plasschaert et al	Epithelial	PNEC	Gadd45g
Plasschaert et al	Epithelial	PNEC	Tox
Plasschaert et al	Epithelial	PNEC	Dmpk
Plasschaert et al	Epithelial	PNEC	Gda
Plasschaert et al	Epithelial	PNEC	Slc35g2
Plasschaert et al	Epithelial	PNEC	Ttc3
Plasschaert et al	Epithelial	PNEC	Pja2
Plasschaert et al	Epithelial	PNEC	Hist1h2al
Plasschaert et al	Epithelial	PNEC	Esyt3
Plasschaert et al	Epithelial	PNEC	Prox1
Plasschaert et al	Epithelial	PNEC	Tle1
Plasschaert et al	Epithelial	PNEC	Parp6
Plasschaert et al	Epithelial	PNEC	Snca
Plasschaert et al	Epithelial	PNEC	Rab3b
Plasschaert et al	Epithelial	PNEC	Arhgef9
Plasschaert et al	Epithelial	PNEC	Bex2
Plasschaert et al	Epithelial	PNEC	Ubqln2
Plasschaert et al	Epithelial	PNEC	Id4
Plasschaert et al	Epithelial	PNEC	Agpat4
Plasschaert et al	Epithelial	PNEC	Pclo
Plasschaert et al	Epithelial	PNEC	Spcs3
Plasschaert et al	Epithelial	PNEC	Nfatc2
Plasschaert et al	Epithelial	PNEC	Fam174a
Plasschaert et al	Epithelial	PNEC	Glce
Plasschaert et al	Epithelial	PNEC	Gch1
Plasschaert et al	Epithelial	PNEC	Serpini1
Plasschaert et al	Epithelial	PNEC	Eif1b
Plasschaert et al	Epithelial	PNEC	Camk1d
Plasschaert et al	Epithelial	PNEC	Armc8
Plasschaert et al	Epithelial	PNEC	Cxx1a
Plasschaert et al	Epithelial	PNEC	Inppl1
Plasschaert et al	Epithelial	PNEC	Sgsm2
Plasschaert et al	Epithelial	PNEC	Ctf1
Plasschaert et al	Epithelial	PNEC	Rock1
Plasschaert et al	Epithelial	PNEC	Fmn2
Plasschaert et al	Epithelial	PNEC	Slc41a2
Plasschaert et al	Epithelial	PNEC	Tmco3
Plasschaert et al	Epithelial	PNEC	Bnip3l
Plasschaert et al	Epithelial	PNEC	Phpt1
Plasschaert et al	Epithelial	PNEC	Sgsm1
Plasschaert et al	Epithelial	PNEC	3110043O21Rik
Plasschaert et al	Epithelial	PNEC	Fam98a
Plasschaert et al	Epithelial	PNEC	Kcnh2
Plasschaert et al	Epithelial	PNEC	Extl2
Plasschaert et al	Epithelial	PNEC	Gm10480
Plasschaert et al	Epithelial	PNEC	Tmem184b
Plasschaert et al	Epithelial	PNEC	Gabbr1
Plasschaert et al	Epithelial	PNEC	Hist2h2ab
Plasschaert et al	Epithelial	PNEC	Pank4
Plasschaert et al	Epithelial	PNEC	Serpine2
Plasschaert et al	Epithelial	PNEC	Fut2
Plasschaert et al	Epithelial	PNEC	Twf2
Plasschaert et al	Epithelial	PNEC	Tmcc2
Plasschaert et al	Epithelial	PNEC	Idnk
Plasschaert et al	Epithelial	PNEC	Zfp661
Plasschaert et al	Epithelial	PNEC	Ranbp6
Plasschaert et al	Epithelial	PNEC	Scd2
Plasschaert et al	Epithelial	PNEC	Ttc39b
Plasschaert et al	Epithelial	PNEC	Ube4a
Plasschaert et al	Epithelial	PNEC	Cers6
Plasschaert et al	Epithelial	PNEC	C2cd4b
Plasschaert et al	Epithelial	PNEC	Atp6v1b2
Plasschaert et al	Epithelial	PNEC	Atp8b1
Plasschaert et al	Epithelial	PNEC	Tshz2
Plasschaert et al	Epithelial	PNEC	Mageh1
Plasschaert et al	Epithelial	PNEC	Lrba
Plasschaert et al	Epithelial	PNEC	Lemd3
Plasschaert et al	Epithelial	PNEC	Cul1
Plasschaert et al	Epithelial	PNEC	Zcchc18
Plasschaert et al	Epithelial	PNEC	St7l
Plasschaert et al	Epithelial	PNEC	Tmem28
Plasschaert et al	Epithelial	PNEC	B930041F14Rik
Plasschaert et al	Epithelial	PNEC	Cxx1b
Plasschaert et al	Epithelial	PNEC	Cdhr1
Plasschaert et al	Epithelial	PNEC	Tspan7
Plasschaert et al	Epithelial	PNEC	Eid1
Plasschaert et al	Epithelial	PNEC	2010107G23Rik
Plasschaert et al	Epithelial	PNEC	Dlg4
Plasschaert et al	Epithelial	PNEC	Ssbp3
Plasschaert et al	Epithelial	PNEC	Rcor3
Plasschaert et al	Epithelial	PNEC	Nfasc
Plasschaert et al	Epithelial	PNEC	Gm16418
Plasschaert et al	Epithelial	PNEC	Mien1
Plasschaert et al	Epithelial	PNEC	Psip1
Plasschaert et al	Epithelial	PNEC	Ephb3
Plasschaert et al	Epithelial	PNEC	Zfp451
Plasschaert et al	Epithelial	PNEC	Lysmd2
Plasschaert et al	Epithelial	PNEC	Peg3
Plasschaert et al	Epithelial	PNEC	Dos
Plasschaert et al	Epithelial	PNEC	Hdgfrp3
Plasschaert et al	Epithelial	PNEC	Ip6k2
Plasschaert et al	Epithelial	PNEC	Srebf2
Plasschaert et al	Epithelial	PNEC	Ldlr
Plasschaert et al	Epithelial	PNEC	1700019D03Rik
Plasschaert et al	Epithelial	PNEC	Hist3h2a
Plasschaert et al	Epithelial	PNEC	Irf6
Plasschaert et al	Epithelial	PNEC	Prkaa1
Plasschaert et al	Epithelial	PNEC	Dip2c
Plasschaert et al	Epithelial	PNEC	Plxna2
Plasschaert et al	Epithelial	PNEC	Lrch3
Plasschaert et al	Epithelial	PNEC	Anapc4
Plasschaert et al	Epithelial	PNEC	Usp48
Plasschaert et al	Epithelial	PNEC	Rabggtb
Plasschaert et al	Epithelial	PNEC	Rev1
Plasschaert et al	Epithelial	PNEC	Mnat1
Plasschaert et al	Epithelial	PNEC	N6amt2
Plasschaert et al	Epithelial	PNEC	Adgrg1
Plasschaert et al	Epithelial	PNEC	0610011F06Rik
Plasschaert et al	Epithelial	PNEC	Ddx26b
Plasschaert et al	Epithelial	PNEC	Ptprz1
Plasschaert et al	Epithelial	PNEC	2010111I01Rik
Plasschaert et al	Epithelial	PNEC	Gnptg
Plasschaert et al	Epithelial	PNEC	Elovl6
Plasschaert et al	Epithelial	PNEC	Hist2h2aa1
Plasschaert et al	Epithelial	PNEC	Slc39a6
Plasschaert et al	Epithelial	PNEC	Ifrd1
Plasschaert et al	Epithelial	PNEC	Klhl7
Plasschaert et al	Epithelial	PNEC	Syt11
Plasschaert et al	Epithelial	PNEC	Gspt1
Plasschaert et al	Epithelial	PNEC	Kdm4b
Plasschaert et al	Epithelial	PNEC	Sowahc
Plasschaert et al	Epithelial	PNEC	Sdhaf1
Plasschaert et al	Epithelial	PNEC	Hist2h2aa2
Plasschaert et al	Epithelial	PNEC	Adprh
Plasschaert et al	Epithelial	PNEC	Magi2
Plasschaert et al	Epithelial	PNEC	Gm20503
Plasschaert et al	Epithelial	PNEC	Zfp46
Plasschaert et al	Epithelial	PNEC	Acot7
Plasschaert et al	Epithelial	PNEC	AI413582
Plasschaert et al	Epithelial	PNEC	Zmynd8
Plasschaert et al	Epithelial	PNEC	Gnl3l
Plasschaert et al	Epithelial	PNEC	Atp6v1c1
Plasschaert et al	Epithelial	PNEC	Pip5k1b
Plasschaert et al	Epithelial	PNEC	Ptgdr
Plasschaert et al	Epithelial	PNEC	Thoc5
Plasschaert et al	Epithelial	PNEC	Praf2
Plasschaert et al	Epithelial	PNEC	Hes6
Plasschaert et al	Epithelial	PNEC	Eid2
Plasschaert et al	Epithelial	PNEC	Sh3glb2
Plasschaert et al	Epithelial	PNEC	Ugcg
Plasschaert et al	Epithelial	PNEC	Psmc6
Plasschaert et al	Epithelial	PNEC	Elp3
Plasschaert et al	Epithelial	PNEC	Mef2a
Plasschaert et al	Epithelial	PNEC	Ireb2
Plasschaert et al	Epithelial	PNEC	Tecpr1
Plasschaert et al	Epithelial	PNEC	Cd9
Plasschaert et al	Epithelial	PNEC	Snx1
Plasschaert et al	Epithelial	PNEC	Bzw2
Plasschaert et al	Epithelial	PNEC	Atp6v0e2
Plasschaert et al	Epithelial	PNEC	Gng10
Plasschaert et al	Epithelial	PNEC	Ppme1
Plasschaert et al	Epithelial	PNEC	Hoxb3
Plasschaert et al	Epithelial	PNEC	Cdk14
Plasschaert et al	Epithelial	PNEC	Wdr11
Plasschaert et al	Epithelial	PNEC	Stau2
Plasschaert et al	Epithelial	PNEC	Qrich1
Plasschaert et al	Epithelial	PNEC	1810026J23Rik
Plasschaert et al	Epithelial	PNEC	Dctn6
Plasschaert et al	Epithelial	PNEC	Mtch1
Plasschaert et al	Epithelial	PNEC	Fam174b
Plasschaert et al	Epithelial	PNEC	Npdc1
Plasschaert et al	Epithelial	PNEC	Jarid2
Plasschaert et al	Epithelial	PNEC	Trip4
Plasschaert et al	Epithelial	PNEC	D030056L22Rik
Plasschaert et al	Epithelial	PNEC	Gmpr
Plasschaert et al	Epithelial	PNEC	Chd6
Plasschaert et al	Epithelial	PNEC	Hyou1
Plasschaert et al	Epithelial	PNEC	Trim35
Plasschaert et al	Epithelial	PNEC	Pak1
Plasschaert et al	Epithelial	PNEC	Ap3b2
Plasschaert et al	Epithelial	PNEC	Dpp9
Plasschaert et al	Epithelial	PNEC	Snx33
Plasschaert et al	Epithelial	PNEC	Rcor1
Plasschaert et al	Epithelial	PNEC	Setd3
Plasschaert et al	Epithelial	PNEC	Abr
Plasschaert et al	Epithelial	PNEC	Pithd1
Plasschaert et al	Epithelial	PNEC	Ogt
Plasschaert et al	Epithelial	PNEC	Sh3yl1
Plasschaert et al	Epithelial	PNEC	Tmem199
Plasschaert et al	Epithelial	PNEC	Stard4
Plasschaert et al	Epithelial	PNEC	Arg1
Plasschaert et al	Epithelial	PNEC	Map1b
Plasschaert et al	Epithelial	PNEC	Ipo5
Plasschaert et al	Epithelial	PNEC	Mfng
Plasschaert et al	Epithelial	PNEC	Serinc1
Plasschaert et al	Epithelial	PNEC	Ogfrl1
Plasschaert et al	Epithelial	PNEC	Arpc5l
Plasschaert et al	Epithelial	PNEC	Fam114a2
Plasschaert et al	Epithelial	PNEC	Camk2n1
Plasschaert et al	Epithelial	PNEC	Tspyl4
Plasschaert et al	Epithelial	PNEC	Nsf
Plasschaert et al	Epithelial	PNEC	Rrm2b
Plasschaert et al	Epithelial	PNEC	Gdi1
Plasschaert et al	Epithelial	PNEC	Purb
Plasschaert et al	Epithelial	PNEC	Phax
Plasschaert et al	Epithelial	PNEC	Nipsnap1
Plasschaert et al	Epithelial	PNEC	Slc35a5
Plasschaert et al	Epithelial	PNEC	Sema3e
Plasschaert et al	Epithelial	PNEC	Aip
Plasschaert et al	Epithelial	PNEC	0610040J01Rik
Plasschaert et al	Epithelial	PNEC	Zbtb22
Plasschaert et al	Epithelial	PNEC	Kdm7a
Plasschaert et al	Epithelial	PNEC	Dcaf7
Plasschaert et al	Epithelial	PNEC	Rap1gap
Plasschaert et al	Epithelial	PNEC	Atp2c1
Plasschaert et al	Epithelial	PNEC	Tmem55a
Plasschaert et al	Epithelial	PNEC	Mff
Plasschaert et al	Epithelial	PNEC	Idi1
Plasschaert et al	Epithelial	PNEC	Ephb6
Plasschaert et al	Epithelial	PNEC	Fbxo44
Plasschaert et al	Epithelial	PNEC	Rab3a
Plasschaert et al	Epithelial	PNEC	Samd10
Plasschaert et al	Epithelial	PNEC	Mtor
Plasschaert et al	Epithelial	PNEC	Tmem59
Plasschaert et al	Epithelial	PNEC	Vmac
Plasschaert et al	Epithelial	PNEC	Pcyox1
Plasschaert et al	Epithelial	PNEC	Wdr6
Plasschaert et al	Epithelial	PNEC	Tbcc
Plasschaert et al	Epithelial	PNEC	Dohh
Plasschaert et al	Epithelial	PNEC	Fdft1
Plasschaert et al	Epithelial	PNEC	Cdo1
Plasschaert et al	Epithelial	PNEC	Ttc28
Plasschaert et al	Epithelial	PNEC	Igsf9
Plasschaert et al	Epithelial	PNEC	Gck
Plasschaert et al	Epithelial	PNEC	Copz1
Plasschaert et al	Epithelial	PNEC	Ndufv2
Plasschaert et al	Epithelial	PNEC	Stmn2
Plasschaert et al	Epithelial	PNEC	Commd4
Plasschaert et al	Epithelial	PNEC	Glis3
Plasschaert et al	Epithelial	PNEC	Tmed4
Plasschaert et al	Epithelial	PNEC	Cnot6l
Plasschaert et al	Epithelial	PNEC	Mboat2
Plasschaert et al	Epithelial	PNEC	Ckb
Plasschaert et al	Epithelial	PNEC	Fam20b
Plasschaert et al	Epithelial	PNEC	Cib2
Plasschaert et al	Epithelial	PNEC	Plekhb2
Plasschaert et al	Epithelial	PNEC	Fgd2
Plasschaert et al	Epithelial	PNEC	Creld1
Plasschaert et al	Epithelial	PNEC	Ap3m1
Plasschaert et al	Epithelial	PNEC	Adat1
Plasschaert et al	Epithelial	PNEC	Tbc1d10b
Plasschaert et al	Epithelial	PNEC	Slc22a17
Plasschaert et al	Epithelial	PNEC	Slc25a4
Plasschaert et al	Epithelial	PNEC	Wdr48
Plasschaert et al	Epithelial	PNEC	Itpa
Plasschaert et al	Epithelial	PNEC	Zfp667
Plasschaert et al	Epithelial	PNEC	Anapc16
Plasschaert et al	Epithelial	PNEC	Tmem30b
Plasschaert et al	Epithelial	PNEC	Svil
Plasschaert et al	Epithelial	PNEC	Xbp1
Plasschaert et al	Epithelial	PNEC	Cacnb3
Plasschaert et al	Epithelial	PNEC	Rab11a
Plasschaert et al	Epithelial	PNEC	Znrf1
Plasschaert et al	Epithelial	PNEC	Mvb12b
Plasschaert et al	Epithelial	PNEC	Socs7
Plasschaert et al	Epithelial	PNEC	Sez6l2
Plasschaert et al	Epithelial	PNEC	Svip
Plasschaert et al	Epithelial	PNEC	Fam63b
Plasschaert et al	Epithelial	PNEC	Rpa1
Plasschaert et al	Epithelial	PNEC	Tnrc6b
Plasschaert et al	Epithelial	PNEC	Tbc1d9
Plasschaert et al	Epithelial	PNEC	Dgkz
Plasschaert et al	Epithelial	PNEC	Rnf150
Plasschaert et al	Epithelial	PNEC	Ets2
Plasschaert et al	Epithelial	PNEC	Tmed8
Plasschaert et al	Epithelial	PNEC	Lmnb2
Plasschaert et al	Epithelial	PNEC	Gm561
Plasschaert et al	Epithelial	PNEC	Pigp
Plasschaert et al	Epithelial	PNEC	Madd
Plasschaert et al	Epithelial	PNEC	Msl3l2
Plasschaert et al	Epithelial	PNEC	Phyh
Plasschaert et al	Epithelial	PNEC	Tmprss4
Plasschaert et al	Epithelial	PNEC	Clcn4-2
Plasschaert et al	Epithelial	PNEC	Ano8
Plasschaert et al	Epithelial	PNEC	Cirbp
Plasschaert et al	Epithelial	Ionocytes	Ascl3
Plasschaert et al	Epithelial	Ionocytes	Cftr
Plasschaert et al	Epithelial	Ionocytes	Gm933
Plasschaert et al	Epithelial	Ionocytes	Foxi1
Plasschaert et al	Epithelial	Ionocytes	Coch
Plasschaert et al	Epithelial	Ionocytes	Moxd1
Plasschaert et al	Epithelial	Ionocytes	Atp6v0d2
Plasschaert et al	Epithelial	Ionocytes	P2ry14
Plasschaert et al	Epithelial	Ionocytes	Galnt13
Plasschaert et al	Epithelial	Ionocytes	Stap1
Plasschaert et al	Epithelial	Ionocytes	Asgr1
Plasschaert et al	Epithelial	Ionocytes	Slc12a2
Plasschaert et al	Epithelial	Ionocytes	Gng4
Plasschaert et al	Epithelial	Ionocytes	Tfcp2l1
Plasschaert et al	Epithelial	Ionocytes	Pparg
Plasschaert et al	Epithelial	Ionocytes	Atp7a
Plasschaert et al	Epithelial	Ionocytes	Plxna4
Plasschaert et al	Epithelial	Ionocytes	Adcy5
Plasschaert et al	Epithelial	Ionocytes	Gpr183
Plasschaert et al	Epithelial	Ionocytes	Muc20
Plasschaert et al	Epithelial	Ionocytes	Rasd1
Plasschaert et al	Epithelial	Ionocytes	Gm8113
Plasschaert et al	Epithelial	Ionocytes	Kcnc4
Plasschaert et al	Epithelial	Ionocytes	Phlda1
Plasschaert et al	Epithelial	Ionocytes	Plekhs1
Plasschaert et al	Epithelial	Ionocytes	4930563D23Rik
Plasschaert et al	Epithelial	Ionocytes	Clcnkb
Plasschaert et al	Epithelial	Ionocytes	Gpr35
Plasschaert et al	Epithelial	Ionocytes	Gnas
Plasschaert et al	Epithelial	Ionocytes	Slmo2
Plasschaert et al	Epithelial	Ionocytes	Itih5
Plasschaert et al	Epithelial	Ionocytes	Atp6v1c2
Plasschaert et al	Epithelial	Ionocytes	Gm5595
Plasschaert et al	Epithelial	Ionocytes	Gadd45a
Plasschaert et al	Epithelial	Ionocytes	Adgrf5
Plasschaert et al	Epithelial	Ionocytes	Pfkp
Plasschaert et al	Epithelial	Ionocytes	Ace
Plasschaert et al	Epithelial	Ionocytes	Ldhb
Plasschaert et al	Epithelial	Ionocytes	Parm1
Plasschaert et al	Epithelial	Ionocytes	Hexb
Plasschaert et al	Epithelial	Ionocytes	Pradc1
Plasschaert et al	Epithelial	Ionocytes	Pdlim3
Plasschaert et al	Epithelial	Ionocytes	Cttnbp2
Plasschaert et al	Epithelial	Ionocytes	Kcnma1
Plasschaert et al	Epithelial	Ionocytes	Rasa4
Plasschaert et al	Epithelial	Ionocytes	A430033K04Rik
Plasschaert et al	Epithelial	Ionocytes	Atp6v1a
Plasschaert et al	Epithelial	Ionocytes	Prr18
Plasschaert et al	Epithelial	Ionocytes	Fkbp5
Plasschaert et al	Epithelial	Ionocytes	Raver2
Plasschaert et al	Epithelial	Ionocytes	Syn2
Plasschaert et al	Epithelial	Ionocytes	Sdk1
Plasschaert et al	Epithelial	Ionocytes	Nrip3
Plasschaert et al	Epithelial	Ionocytes	Sh3bgrl2
Plasschaert et al	Epithelial	Ionocytes	Aplp2
Plasschaert et al	Epithelial	Ionocytes	Cpxm2
Plasschaert et al	Epithelial	Ionocytes	Akt2
Plasschaert et al	Epithelial	Ionocytes	Ppp2r5a
Plasschaert et al	Epithelial	Ionocytes	Deptor
Plasschaert et al	Epithelial	Ionocytes	Sipa1l2
Plasschaert et al	Epithelial	Ionocytes	Glmp
Plasschaert et al	Epithelial	Ionocytes	S100a1
Plasschaert et al	Epithelial	Ionocytes	Hacd3
Plasschaert et al	Epithelial	Ionocytes	Cd81
Plasschaert et al	Epithelial	Ionocytes	Gm16089
Plasschaert et al	Epithelial	Ionocytes	Colec12
Plasschaert et al	Epithelial	Ionocytes	Cd59a
Plasschaert et al	Epithelial	Ionocytes	Tmprss13
Plasschaert et al	Epithelial	Ionocytes	Tceb2
Plasschaert et al	Epithelial	Ionocytes	Prss8
Plasschaert et al	Epithelial	Ionocytes	Tmem9b
Plasschaert et al	Epithelial	Ionocytes	Sox4
Plasschaert et al	Epithelial	Ionocytes	Iqgap1
Plasschaert et al	Epithelial	Ionocytes	4833439L19Rik
Plasschaert et al	Epithelial	Ionocytes	Atp6ap2
Plasschaert et al	Epithelial	Ionocytes	Blnk
Plasschaert et al	Epithelial	Ionocytes	Pnpla2
Plasschaert et al	Epithelial	Ionocytes	Uqcrb
Plasschaert et al	Epithelial	Ionocytes	Pam
Plasschaert et al	Epithelial	Ionocytes	Ccpg1
Plasschaert et al	Epithelial	Ionocytes	Atp6v0b
Plasschaert et al	Epithelial	Ionocytes	Cdkn1c
Plasschaert et al	Epithelial	Ionocytes	Lyz1
Plasschaert et al	Epithelial	Ionocytes	St14
Plasschaert et al	Epithelial	Ionocytes	Slc9a4
Plasschaert et al	Epithelial	Ionocytes	Fam102a
Plasschaert et al	Epithelial	Ionocytes	Slc27a2
Plasschaert et al	Epithelial	Ionocytes	Gm9790
Plasschaert et al	Epithelial	Ionocytes	Atp6v1b1
Plasschaert et al	Epithelial	Ionocytes	Txndc5
Plasschaert et al	Epithelial	Ionocytes	Atp6v1e1
Plasschaert et al	Epithelial	Ionocytes	Rbpms
Plasschaert et al	Epithelial	Ionocytes	Gm5457
Plasschaert et al	Epithelial	Ionocytes	Atp6v0c
Plasschaert et al	Epithelial	Ionocytes	Cox6c
Plasschaert et al	Epithelial	Ionocytes	RP23-27H19.7
Plasschaert et al	Epithelial	Ionocytes	Rragd
Plasschaert et al	Epithelial	Ionocytes	Plcg2
Plasschaert et al	Epithelial	Ionocytes	2010107E04Rik
